2 2 2 0.523599 -0.866025 0.000000 0.866025 -0.500000 0.000000 -0.500000
2 2 2 0.610865 -0.819152 0.000000 0.819152 -0.573576 0.000000 -0.573576
2 2 2 0.698132 -0.766044 0.000000 0.766044 -0.642788 0.000000 -0.642788
2 2 2 0.785398 -0.707107 0.000000 0.707107 -0.707107 0.000000 -0.707107
2 2 2 0.872665 -0.642788 0.000000 0.642788 -0.766044 0.000000 -0.766044
2 2 2 0.959931 -0.573576 0.000000 0.573576 -0.819152 0.000000 -0.819152
2 2 2 1.047198 -0.500000 0.000000 0.500000 -0.866025 0.000000 -0.866025
2 2 2 1.134464 -0.422618 0.000000 0.422618 -0.906308 0.000000 -0.906308
2 2 2 1.221730 -0.342020 0.000000 0.342020 -0.939693 0.000000 -0.939693
2 2 2 1.308997 -0.258819 0.000000 0.258819 -0.965926 0.000000 -0.965926
2 2 2 1.396263 -0.173648 0.000000 0.173648 -0.984808 0.000000 -0.984808
2 2 2 1.483530 -0.087156 0.000000 0.087156 -0.996195 0.000000 -0.996195
2 2 2 1.570796 -0.000000 0.000000 0.000000 -1.000000 0.000000 -1.000000
