1 2
1 5
1 6
2 6
2 7
3 4
3 7
3 8
4 8
4 9
5 6
5 10
6 7
6 10
6 11
7 8
7 11
7 12
8 9
8 12
8 13
9 13
10 11
11 12
12 13
