-9.989999999999999991e-01 -8.029999999999999361e-01 0.000000000000000000e+00 -8.499999999999999778e-01 9.989999999999999991e-01 -8.970000000000000195e-01 1.997999999999999998e+00 -9.429999999999999494e-01 -1.457999999999999963e+00 8.499999999999999223e-02 -4.590000000000000191e-01 3.899999999999999994e-02 5.400000000000000355e-01 -7.999999999999998432e-03 1.538999999999999924e+00 -5.500000000000000028e-02 2.537999999999999812e+00 -1.020000000000000073e-01 -9.180000000000000382e-01 9.270000000000000462e-01 8.100000000000000255e-02 8.800000000000000044e-01 1.080000000000000071e+00 8.339999999999999636e-01 2.079000000000000181e+00 7.870000000000000329e-01
-9.959999999999999964e-01 -7.690000000000000169e-01 0.000000000000000000e+00 -8.559999999999999831e-01 9.959999999999999964e-01 -9.429999999999999494e-01 1.991999999999999993e+00 -1.030000000000000027e+00 -1.419000000000000039e+00 1.370000000000000107e-01 -4.229999999999999871e-01 5.000000000000000278e-02 5.729999999999999538e-01 -3.699999999999999817e-02 1.570000000000000062e+00 -1.240000000000000130e-01 2.565999999999999837e+00 -2.109999999999999931e-01 -8.449999999999999734e-01 9.559999999999999609e-01 1.509999999999999953e-01 8.689999999999999947e-01 1.147000000000000020e+00 7.820000000000000284e-01 2.142999999999999794e+00 6.950000000000000622e-01
-9.959999999999999964e-01 -7.690000000000000169e-01 0.000000000000000000e+00 -8.559999999999999831e-01 9.959999999999999964e-01 -9.429999999999999494e-01 1.991999999999999993e+00 -1.030000000000000027e+00 -1.419000000000000039e+00 1.370000000000000107e-01 -4.229999999999999871e-01 5.000000000000000278e-02 5.729999999999999538e-01 -3.699999999999999817e-02 1.570000000000000062e+00 -1.240000000000000130e-01 2.565999999999999837e+00 -2.109999999999999931e-01 -8.449999999999999734e-01 9.559999999999999609e-01 1.509999999999999953e-01 8.689999999999999947e-01 1.147000000000000020e+00 7.820000000000000284e-01 2.142999999999999794e+00 6.950000000000000622e-01
-9.959999999999999964e-01 -7.690000000000000169e-01 0.000000000000000000e+00 -8.559999999999999831e-01 9.959999999999999964e-01 -9.429999999999999494e-01 1.991999999999999993e+00 -1.030000000000000027e+00 -1.419000000000000039e+00 1.370000000000000107e-01 -4.229999999999999871e-01 5.000000000000000278e-02 5.729999999999999538e-01 -3.699999999999999817e-02 1.570000000000000062e+00 -1.240000000000000130e-01 2.565999999999999837e+00 -2.109999999999999931e-01 -8.449999999999999734e-01 9.559999999999999609e-01 1.509999999999999953e-01 8.689999999999999947e-01 1.147000000000000020e+00 7.820000000000000284e-01 2.142999999999999794e+00 6.950000000000000622e-01
-9.759999999999999787e-01 -6.400000000000000133e-01 -0.000000000000000000e+00 -8.559999999999999831e-01 9.759999999999999787e-01 -1.072000000000000064e+00 1.953000000000000069e+00 -1.288000000000000034e+00 -1.276999999999999913e+00 3.140000000000000013e-01 -3.009999999999999898e-01 9.799999999999998990e-02 6.750000000000000444e-01 -1.180000000000000077e-01 1.651999999999999913e+00 -3.349999999999999645e-01 2.628000000000000114e+00 -5.510000000000000453e-01 -6.019999999999999796e-01 1.050999999999999934e+00 3.750000000000000000e-01 8.349999999999999645e-01 1.350999999999999979e+00 6.189999999999999947e-01 2.326999999999999957e+00 4.030000000000000249e-01
-9.759999999999999787e-01 -6.400000000000000133e-01 -0.000000000000000000e+00 -8.559999999999999831e-01 9.759999999999999787e-01 -1.072000000000000064e+00 1.953000000000000069e+00 -1.288000000000000034e+00 -1.276999999999999913e+00 3.140000000000000013e-01 -3.009999999999999898e-01 9.799999999999998990e-02 6.750000000000000444e-01 -1.180000000000000077e-01 1.651999999999999913e+00 -3.349999999999999645e-01 2.628000000000000114e+00 -5.510000000000000453e-01 -6.019999999999999796e-01 1.050999999999999934e+00 3.750000000000000000e-01 8.349999999999999645e-01 1.350999999999999979e+00 6.189999999999999947e-01 2.326999999999999957e+00 4.030000000000000249e-01
-9.759999999999999787e-01 -6.400000000000000133e-01 -0.000000000000000000e+00 -8.559999999999999831e-01 9.759999999999999787e-01 -1.072000000000000064e+00 1.953000000000000069e+00 -1.288000000000000034e+00 -1.276999999999999913e+00 3.140000000000000013e-01 -3.009999999999999898e-01 9.799999999999998990e-02 6.750000000000000444e-01 -1.180000000000000077e-01 1.651999999999999913e+00 -3.349999999999999645e-01 2.628000000000000114e+00 -5.510000000000000453e-01 -6.019999999999999796e-01 1.050999999999999934e+00 3.750000000000000000e-01 8.349999999999999645e-01 1.350999999999999979e+00 6.189999999999999947e-01 2.326999999999999957e+00 4.030000000000000249e-01
-9.759999999999999787e-01 -6.400000000000000133e-01 -0.000000000000000000e+00 -8.559999999999999831e-01 9.759999999999999787e-01 -1.072000000000000064e+00 1.953000000000000069e+00 -1.288000000000000034e+00 -1.276999999999999913e+00 3.140000000000000013e-01 -3.009999999999999898e-01 9.799999999999998990e-02 6.750000000000000444e-01 -1.180000000000000077e-01 1.651999999999999913e+00 -3.349999999999999645e-01 2.628000000000000114e+00 -5.510000000000000453e-01 -6.019999999999999796e-01 1.050999999999999934e+00 3.750000000000000000e-01 8.349999999999999645e-01 1.350999999999999979e+00 6.189999999999999947e-01 2.326999999999999957e+00 4.030000000000000249e-01
-9.659999999999999698e-01 -5.969999999999999751e-01 -0.000000000000000000e+00 -8.559999999999999831e-01 9.659999999999999698e-01 -1.114000000000000101e+00 1.931999999999999940e+00 -1.372999999999999998e+00 -1.225000000000000089e+00 3.689999999999999947e-01 -2.590000000000000080e-01 1.100000000000000006e-01 7.069999999999999618e-01 -1.479999999999999927e-01 1.673000000000000043e+00 -4.069999999999999729e-01 2.638999999999999790e+00 -6.660000000000000364e-01 -5.180000000000000160e-01 1.076000000000000068e+00 4.480000000000000093e-01 8.170000000000000595e-01 1.413999999999999924e+00 5.590000000000000524e-01 2.379999999999999893e+00 2.999999999999999889e-01
-9.060000000000000275e-01 -4.329999999999999960e-01 -0.000000000000000000e+00 -8.549999999999999822e-01 9.060000000000000275e-01 -1.278000000000000025e+00 1.812999999999999945e+00 -1.699999999999999956e+00 -9.939999999999999947e-01 5.630000000000000560e-01 -8.699999999999999400e-02 1.410000000000000142e-01 8.189999999999999503e-01 -2.809999999999999720e-01 1.725000000000000089e+00 -7.039999999999999591e-01 2.632000000000000117e+00 -1.125999999999999890e+00 -1.749999999999999889e-01 1.137000000000000011e+00 7.319999999999999840e-01 7.149999999999999689e-01 1.637999999999999901e+00 2.919999999999999818e-01 2.544000000000000039e+00 -1.300000000000000044e-01
